Customer Name,Gender,Quantity,Price,City,State,Phone,Email,Zincode,Product,Category,Dealer,Discount,Coupon Code,Date of Order,Date of Delivery,Order ID,Product ID,Order Status,Payment Method,Shipping Fee,Customer Feedback,Returns,Refund Amount,Loyalty Points
Kevin Williams,Men,5,100000,Harperstad,Alabama,123-abc-7890,,ABCDE,hotel,,Barry Inc,,,2023-02-05,2023-01-09,3359b820-5466-45d5-a8d8-f72c4e59c519,2471231511258,Cancelled,,,,,,
Laura Wilson,M,3,49.95,Ewington,Iowa,,not-an-email,ABCDE,product,Food,Reyes Inc,,DISCOUNT,2022-06-06,2023-06-20,6bbc99e7-c6d2-4413-9ef8-1de5d3441d46,2942016125040,Cancelled,Bank Transfer,,Average,,0.0,
Cindy Dougherty,Male,3,0,Stephensonport,North Dakota,,not-an-email,,result,,Young-Davis,10,,2023-08-27,2023-09-10,95b9dde9-8489-433a-8b59-281ff7699cd8,2738785111489,Pending,,,Good,0,-1,
Bradley Mendoza,Male,1,100000,West Justin,New York,123-abc-7890,paulholmes@gmail.com,,almost,Food,Ford-Barr,,,2023-04-30,2024-11-04,f2b5447b-b645-4cfb-8501-f7405ec91333,5396743649510,,PayPal,,Good,1,,
Brandi Anderson,Women,,0,New Melissa,Utah,,npearson@yahoo.com,ABCDE,science,Food,Vasquez-Wilkins,,SAVE10,2023-04-15,2024-01-31,d77684f6-f452-48ae-bc9b-d54b9033df2d,5102534163505,,PayPal,5.99,,no,,
Sarah Young,Male,1,-10,South Mariefort,North Carolina,960-362-8222x9742,not-an-email,ABCDE,item,,"Nguyen, Mccarthy and Abbott",10,,2022-06-30,2022-08-07,0df46ea0-446f-43df-9ace-53436862c469,1385851162008,Delivered,,0,,,0.0,two hundred
Tanya Aguilar,Women,5,49.95,Tylerhaven,Missouri,001-157-665-1788x10867,not-an-email,,seem,Clothing,"Lopez, Russell and Thompson",5,12345,2023-01-24,2022-03-31,b07f4d87-047e-4cf1-b008-13290fe0cff3,3391473259840,,Bank Transfer,,,yes,,100
Michael Stanley,Female,4,19.99,Port Ashley,Arkansas,,daniellisa@hotmail.com,81033,money,Food,Warren-Morrison,,,2023-11-03,2024-01-11,f5a60959-5649-4cf8-9f2a-49dcef987f99,3308096286276,,,0,Bad,,0.0,
Grant Johnson,F,2,19.99,East Vernon,Virginia,123-abc-7890,,ABCDE,fight,Food,Cruz-Crawford,,12345,2023-05-19,2022-06-29,8e876eac-6f7a-46f2-a85e-2e2fa57dc77c,6849170208816,Delivered,Credit Card,,Average,no,,200
Sara Hester,Female,-5,49.95,Herrerafurt,Ohio,,,35240,somebody,Electronics,Hayden Group,10,,2022-01-17,2022-08-26,6f0bf4c5-4d4c-49f3-aa6c-0da8a8aae1bd,7677563398030,,Credit Card,,Good,,,
Jessica Greene,,1,19.99,Lindseyville,Virginia,,not-an-email,,that,Food,Wells-Cabrera,,,2023-07-26,2024-01-14,4f75d878-1568-4de2-94c7-9d28125131b3,8393423352897,,PayPal,10.0,Bad,0,10.0,100
Jennifer Smith,Female,,,Mackberg,Wyoming,,christopher05@gmail.com,,performance,,Holmes-Wagner,,,2022-10-12,2023-09-21,ccffff28-c9ca-4f26-a416-658ad531c790,5364091585040,Pending,,5.99,Good,0,-1,100
Dr. Judith Marsh MD,,,19.99,New Anthony,North Dakota,,,,wear,,"Patrick, Aguilar and Cisneros",5,,2023-05-28,2024-07-07,ef877c03-19e0-4ff1-b3c0-3cc72af554ed,1063065075627,Delivered,,,Average,0,-1,200
Christopher Brown,F,3,20$,Kaylaside,California,123-abc-7890,,88538,season,,Anderson Ltd,,DISCOUNT,2022-07-22,2022-10-08,95a76dcf-0279-492e-b0a0-2ead589e6aee,5578824817128,Cancelled,Bank Transfer,,Average,yes,-1,
Sara Miller,,3,20$,Marychester,Minnesota,123-abc-7890,not-an-email,30678,another,,Howard-Martinez,,SAVE10,2023-01-06,2022-03-25,724aaab4-a803-4f7b-b174-0751f37f6faf,5547335691558,Pending,Bank Transfer,,,no,-1,
Zachary Cruz,Men,3,49.95,Cindyburgh,North Dakota,,,,country,,"Norris, Mahoney and Turner",10,,2023-11-29,2022-04-21,73a36977-dc7b-4f42-b567-e74d048134fa,7127485806316,Pending,PayPal,,Average,1,5.0,100
Charles Romero,Men,10,20$,Elizabethmouth,Connecticut,123-abc-7890,,,enjoy,Other,Morrow-Stokes,5,,2023-12-21,2022-11-15,ae773107-fc38-4b72-8c9e-e99e9e51fe8a,7960759574821,Cancelled,,,,0,-1,100
Caitlin Moore,M,,,Lake Juanport,Arizona,,,ABCDE,school,Food,Rowland-Moore,10%,DISCOUNT,2023-08-30,2023-10-06,679d263c-2a16-4467-a1d3-8d074a42cb17,5842971738293,,,,,no,,
Matthew Hernandez,M,5,0,Jamesland,Delaware,123-abc-7890,,,bill,Food,King and Sons,,,2022-12-12,2023-03-14,054b2b4b-5b19-4154-bf36-7c735bc70596,5083202257972,,,5.99,,yes,,200
Bianca Garrison,,1000,0,Deborahview,Idaho,,,ABCDE,never,Clothing,"Conway, Silva and Jenkins",five,12345,2023-10-30,2022-01-17,817d7ef8-3c93-41e0-98b2-cb5511720daa,7189302316361,Pending,PayPal,free,,,,two hundred
Christopher Morales,,1000,49.95,Johnstonhaven,Minnesota,,allenjacob@gmail.com,ABCDE,try,,Cochran Inc,10,12345,2023-11-18,2024-06-16,ace915bf-3b2c-49cf-a676-9c0e42a38c9e,1225798358501,,PayPal,0,Average,0,0.0,two hundred
Jacob Johnson,M,three,20$,North Stephanie,Nebraska,123-abc-7890,,,drug,Other,"Lane, Lee and Wagner",,,2023-07-28,2024-01-28,8b91e95d-70a7-40c3-bbe9-9c29a69fd6c7,1642885916473,Pending,,,,yes,5.0,100
Susan Ramirez,Female,10,49.95,Caseyburgh,North Carolina,,,,attack,,Hill-Lowe,10,,2023-04-30,2023-04-06,aef513a7-5a84-4788-99dc-616c4a8c26ba,3732296321312,,,0,,,-1,
James Miller,M,1000,-10,East Michelle,Louisiana,,,ABCDE,debate,,Ramirez-Williams,5,,2022-05-03,2023-04-04,5ec4ad1d-b837-49a9-b7af-8113bff5087e,0548172216626,,Bank Transfer,0,,,,200
Latoya Smith,F,4,,Amyville,Utah,123-abc-7890,not-an-email,18092,song,Food,Mathis PLC,,,2023-12-04,2024-08-08,3338db36-e412-45a8-b872-0c9ed64e0ceb,3914947125955,,,10.0,Average,no,-1,200
John Gordon,Women,,20$,East Aaronport,Montana,123-abc-7890,,ABCDE,simple,Food,Waters Group,10,,2022-06-03,2024-10-14,fbbf0f1c-1a0c-4f0e-8d1b-b7e0affd14d7,6326323850325,Cancelled,PayPal,,Good,1,,two hundred
Kerri Thomas,Men,,,Mirandaborough,Arkansas,123-abc-7890,brianschneider@shepherd-torres.com,70299,country,Electronics,Davis-Wright,,,2022-09-22,2024-07-02,2f91c7f1-c3ce-495c-ac65-468561bfe199,9808141955729,Delivered,,5.99,,,,100
Carlos Everett,F,5,20$,Lake Benjamin,Missouri,,,,into,Clothing,Wu Group,five,,2023-08-24,2024-11-18,f666ad3e-14f0-4c49-b5de-e47ed73ca7c5,1698995229248,,,10.0,Bad,1,,two hundred
Shaun Miller,Female,3,0,Port Paul,Vermont,123-abc-7890,,,need,Other,"Banks, Johnson and Green",5,DISCOUNT,2022-09-09,2023-03-08,0b953857-47c7-4510-926a-53ab1ea1691f,9447010273436,Delivered,,,Bad,0,,two hundred
Stephen Davis,Male,10,,Lopezmouth,Ohio,,bgutierrez@gmail.com,53051,how,Food,"Diaz, Garcia and Beck",,12345,2022-03-14,2024-12-12,ee853cea-7cc5-4f88-b2cd-d73f54b6a7e2,0073499840426,Pending,Credit Card,0,,yes,,100
Katherine Tran,Female,,49.95,South Shawn,Washington,001-710-781-8637x379,,,music,Clothing,"Martin, Knight and Watson",five,12345,2022-08-27,2022-08-02,733fe235-b95e-4226-a3b7-e90018e2044b,7886989641174,Pending,,0,,1,,200
Philip Richardson,Male,1,,Allenmouth,Arizona,123-abc-7890,not-an-email,95373,follow,Other,Kent-Davis,,12345,2023-10-31,2022-06-23,c0971164-7774-4b9c-bc8a-ef3a259e1595,7001633140067,Delivered,PayPal,,,,,100
Stacey Manning,Men,2,20$,Bakerton,Maine,123-abc-7890,ifisher@gmail.com,82588,dog,Other,"Johnson, Moreno and Hanna",10,12345,2022-08-29,2023-06-04,bbe9212d-68ee-498c-8b7c-43159192b80a,2619497992910,Cancelled,,,Bad,,-1,
Michael Berry,,,20$,Rushburgh,Wisconsin,,,ABCDE,bed,Other,"Robinson, Banks and Bishop",10,,2022-06-05,2024-12-25,8a89de40-8723-4ad9-927d-3ba33bb0a83a,8504709252347,,,5.99,Bad,,,100
Michael Cooke,Women,,-10,Scottville,Wisconsin,,,,check,Other,"Wang, Carr and Mitchell",,12345,2022-08-08,2022-02-26,8d420ef1-aa26-4868-91cb-a764e69c9d36,4346220434673,Cancelled,Credit Card,free,,,,two hundred
Maria Arnold,Women,-5,,Christopherborough,Delaware,,,,ahead,Clothing,Church-Rodriguez,five,DISCOUNT,2022-01-13,2022-04-03,d1879c55-a123-45f7-b96d-5ed3facaf7c6,7951313870237,Pending,,,Bad,yes,10.0,two hundred
Christine Rivers,M,,20$,Shawnchester,Washington,,derek36@grant.com,72833,language,Electronics,Jackson LLC,,SAVE10,2023-11-29,2024-03-04,6e199e78-89cb-4fa7-8fe2-a39098dc7a8f,9199097681658,,,,Good,1,0.0,200
James Ramos,Men,-5,-10,Mendozahaven,Washington,(298)787-2622,,98623,relationship,Food,Clark-Williams,10%,,2023-03-19,2023-07-18,afbd5844-90d4-4f1d-9e7c-724006c133dc,8245766603085,Cancelled,PayPal,10.0,Good,0,-1,two hundred
Julie Avila,Men,10,20$,Harringtonton,Wisconsin,123-abc-7890,loconnor@gmail.com,,eat,Food,"Lewis, Velez and Henderson",five,SAVE10,2022-07-23,2024-04-21,72f14f79-7c42-45fe-98a5-810dcda73f51,5103668438033,,PayPal,,Bad,1,10.0,200
Ashley Bush,,,49.95,Donaldport,South Dakota,123-abc-7890,jennifer74@short.com,ABCDE,consumer,Clothing,Roberts-Warren,10,SAVE10,2022-07-05,2023-09-13,e58c2635-2b84-4198-8cc7-eeebcea9272a,7266003968096,Cancelled,PayPal,,,,,100
Nathan Taylor,,4,,East Pamela,North Carolina,,ybuchanan@delgado-wilson.net,63077,provide,Food,"Davis, Allen and Knox",5,,2023-06-03,2023-04-06,59e65365-98fe-4c9a-b1db-1c0cfe49147d,3969835588114,,,free,,,,100
Daniel Leonard,,10,,Wernerbury,Vermont,,not-an-email,,treat,Food,"Davila, Richards and Hughes",5,,2023-05-12,2022-07-21,ab2c7cc3-e7d4-487c-871b-74e3d39f919f,0004763618052,Delivered,Credit Card,5.99,Bad,1,10.0,
Jennifer Zimmerman,Male,10,0,Loweryburgh,Hawaii,+1-436-128-5264x13137,not-an-email,60283,total,Electronics,"West, Cochran and Watkins",5,,2023-04-22,2022-01-21,13de87af-91fc-4b2d-9423-e1f4b8bdfef7,0704042777288,Cancelled,,5.99,,no,-1,100
Meredith Williams,F,1,,Lake Catherine,New York,123-abc-7890,,,really,,"Lara, Turner and Tucker",,,2022-07-05,2023-06-22,8d40bfde-7794-4ca3-93d6-b813ec568a72,5857386103932,,,0,,,5.0,100
Sally Wilson,M,2,100000,West Brianshire,Missouri,,rromero@yahoo.com,,party,Other,"King, Kennedy and Norman",,SAVE10,2023-07-24,2022-04-30,e2836535-bf87-4df6-9841-b73025346dde,2479489979561,Pending,,,,no,-1,two hundred
Lauren Grimes,Men,2,49.95,Port Robin,Delaware,427-289-2889x3140,,,from,,Jackson-Porter,10,,2023-08-11,2024-08-19,6b8fd8ce-18ce-4272-82bf-47f883ac15aa,4751774900985,,Bank Transfer,,Bad,,,100
Matthew Hartman,,2,0,Mitchellfurt,New York,,,,while,Clothing,"Burton, Anderson and Harris",5,DISCOUNT,2022-09-10,2023-12-19,6c63e4a6-829b-4ae2-afbf-a42338ba75fc,1274611001117,,Credit Card,,,,10.0,200
Robert Hunt,Men,4,19.99,Port Tracy,Connecticut,,,83893,morning,Clothing,Herring-Dixon,10%,DISCOUNT,2023-10-23,2023-07-19,dc08056f-7129-4cee-9bb7-088822d7de0a,5515695911470,Cancelled,,,Good,0,5.0,
Candice Thomas,Women,1,,Loganburgh,Oklahoma,,not-an-email,41126,quality,Electronics,Schmidt Inc,,,2023-04-19,2024-04-22,28a4c769-3919-4887-93a5-b305b1aa5ec9,9373916663470,Pending,,,Average,1,,
David Mata,F,-5,0,South Brittany,Kentucky,,tanyapalmer@schultz.com,97920,another,Electronics,Cox-Roth,5,SAVE10,2022-11-10,2022-05-22,57a8c038-cb8f-40a7-abf8-26389edb652c,9861409257065,Pending,PayPal,0,Good,,10.0,100
Christina Harding,F,three,49.95,Lake Gloria,Nevada,123-abc-7890,not-an-email,,book,Clothing,Lane-Johnson,five,DISCOUNT,2022-08-13,2022-04-24,5fafa7a3-b02e-4d2f-b443-b1a407befb6e,7001208944861,Pending,,,,0,10.0,
Matthew Hansen,M,3,-10,Andersonhaven,Rhode Island,123-abc-7890,janice91@rodriguez-gonzales.org,,figure,Other,Gray Group,5,,2023-02-18,2024-06-30,b94f09a0-3cd7-4f49-ae29-13a85f6fc57f,2083619763717,,,,,no,0.0,
Robert Anderson,Women,-5,100000,East Michelleland,Virginia,123-abc-7890,,ABCDE,visit,,"Grant, Scott and Cook",5,,2022-10-31,2022-05-10,54caa246-aca0-4fbd-8215-5b105fe39a05,9967455560323,,,0,,no,5.0,200
Melissa Vega,M,1000,100000,Deckermouth,Maine,(282)973-3377,,79400,street,Electronics,"Wilson, Collins and Boone",10,SAVE10,2023-07-09,2023-12-17,87a2b9cd-df5b-4d95-873e-9b53f5166280,8224389616382,Pending,Bank Transfer,10.0,Bad,no,,
Sarah Nixon,M,3,100000,South Richardfurt,Missouri,123-abc-7890,brownscott@hodge.org,ABCDE,economic,,Snow Ltd,10,DISCOUNT,2023-07-12,2023-04-16,22433849-2aec-4477-b3f1-d49d9b8eef43,0338993457496,,Bank Transfer,,,,5.0,100
Natasha Barrett,Men,4,19.99,Villegasberg,Wyoming,+1-231-714-8063x47381,,ABCDE,history,Other,Jenkins-Douglas,five,SAVE10,2022-03-26,2022-05-06,ff9e23e2-9859-48c9-9271-9cc2c58f3cca,5212026445733,Delivered,,,,,-1,100
Michael Perry,Female,10,49.95,Perezborough,Virginia,001-803-471-6662,collinsrobert@smith-khan.com,ABCDE,build,,"Carpenter, Simon and Burton",10,,2023-09-17,2022-09-20,167b68e7-7643-48db-bca5-2c0f58dcff8e,0307791402854,,,,,,10.0,
Monica Ingram,Women,4,49.95,Michaelchester,Iowa,,,,very,Food,Jackson-Snyder,,DISCOUNT,2022-08-16,2022-09-28,9b5fd743-6f2c-4839-9053-b242b69cea90,8702117875152,Delivered,,free,,,5.0,100
Gail Armstrong,Male,three,0,Lake Patriciaport,Texas,(632)436-3882x4511,,,best,Electronics,Bryant and Sons,,SAVE10,2023-05-01,2023-08-16,80adaaca-2ad1-423d-b66f-37bfc50c06c0,9253134836453,Cancelled,Credit Card,free,Good,no,5.0,
Michael Giles,Female,3,49.95,Trevinoberg,New Jersey,123-abc-7890,umartinez@cunningham.com,ABCDE,position,Other,Brooks and Sons,,,2023-08-30,2023-09-08,6925d20e-7315-4fbe-973b-71fc4615e6eb,2933553125396,,PayPal,5.99,,,10.0,200
Joseph Jackson,Female,3,,Katelynberg,California,123-abc-7890,not-an-email,ABCDE,activity,Clothing,"Poole, Henry and Watkins",,,2022-11-17,2023-01-05,ee08360e-e4a6-4b2c-add5-8e717c4aebab,2346898824174,Pending,Bank Transfer,10.0,,yes,5.0,100
Erik Jones,F,4,20$,South John,Michigan,,martinezphillip@yahoo.com,ABCDE,detail,Food,Hoffman-Simpson,10%,SAVE10,2023-03-10,2022-04-21,cd80c4ea-38e5-4a26-81f8-b0ae85f1ef24,0441080298923,Delivered,Bank Transfer,10.0,Bad,,,200
Angel Thompson,F,,-10,Margaretview,Arizona,123-abc-7890,,,thank,Food,Cain-Reeves,five,12345,2023-08-18,2023-01-12,ff1032eb-138b-4749-9c4e-c925b9cb3558,6949773932238,Delivered,,free,Bad,,10.0,200
Victoria Moore,,,,Jesseshire,Pennsylvania,001-676-285-7515x1459,arnolderic@wilson.biz,ABCDE,along,,"Blake, Mitchell and Austin",,SAVE10,2022-09-08,2023-03-03,3d55841b-e03c-4e81-880c-c5577735210f,7885633167275,,,0,,,10.0,
Matthew Moore,,three,20$,Pettystad,Montana,123-abc-7890,joshuaphillips@alexander.info,,world,,Galvan Group,5,12345,2022-06-11,2023-09-15,6ed993dc-abf1-4458-bd8b-882cbf7cfb1d,6535098708308,Delivered,Bank Transfer,10.0,Average,,,200
David Jones,M,1,,Mallorybury,Minnesota,123-abc-7890,,,week,Food,Franklin-Tate,5,SAVE10,2023-07-11,2023-05-11,4aadc17e-e399-406f-a883-98b47c5140cd,2406533499928,,PayPal,,,0,0.0,100
Terry Mcneil,Female,5,20$,North Latashaside,Wisconsin,,not-an-email,,PM,Other,"Vazquez, Branch and Lynch",10%,,2023-05-14,2023-04-11,a0e5839a-ff4d-4ae6-974b-7181f78d7f77,3486321392258,Delivered,PayPal,10.0,,,0.0,
Mark Wilson,F,5,-10,West Matthewchester,Ohio,123-abc-7890,,48668,news,,Terry-Anderson,,SAVE10,2022-06-13,2024-05-30,25a80c43-8186-4680-8784-73ef57988d39,0233239673121,Pending,,5.99,Average,yes,,200
Scott Phillips,Female,10,,Wagnerburgh,Maryland,,not-an-email,ABCDE,show,,Atkinson Inc,,,2023-08-19,2022-04-28,c9c89ead-84a2-4a4b-b5e8-fb8ca68b96e1,4323168726787,Cancelled,,,,0,5.0,two hundred
Jacqueline Nguyen,Women,1,0,Ericaborough,Michigan,,christinehendricks@yahoo.com,ABCDE,sing,,Castro Inc,,,2022-02-22,2024-05-27,433adc27-5193-4cf6-b718-4f62e921f089,9041061059706,,,10.0,Average,,,two hundred
Elizabeth Davis,F,,0,Webstershire,Oregon,123-abc-7890,,,contain,Other,Alexander-Patel,five,12345,2022-02-09,2024-07-18,a54ae103-0c93-4b7b-9bcb-4c7cfdb651b8,6591103661273,Pending,Bank Transfer,5.99,,yes,-1,200
Kaitlyn Brown,F,-5,,Kaylachester,New York,,,,plan,Other,Delgado-Zimmerman,five,DISCOUNT,2022-06-13,2022-11-11,0ce71946-d178-460f-9b87-099217178372,1860319052232,,PayPal,free,Bad,1,0.0,
Christine Mccarty,Women,4,-10,Dennisland,Massachusetts,001-285-847-3616x359,not-an-email,,table,Electronics,Sullivan Inc,5,,2023-02-25,2022-05-14,9f893495-1679-4885-8c3c-9b62428da312,6346030150730,,PayPal,,Good,0,-1,200
Julie Jones,Men,-5,19.99,South Justin,Colorado,254-142-3047,seangutierrez@taylor.info,,manage,Electronics,"Hernandez, Fitzgerald and Adams",,,2023-11-10,2023-09-11,15de3fa9-fbca-4e32-82b5-8ef90d19f5b1,9921885727794,Pending,,,,,5.0,
Cory Taylor,Women,3,,Port Bobbyberg,West Virginia,123-abc-7890,,,position,Food,"Hood, Tucker and Allen",five,12345,2023-10-25,2023-01-15,b96fdd0e-1c4f-4e50-b837-eadbd2a953fa,3591966466018,Delivered,,free,,1,,
Denise Santiago,,5,,Johnsonshire,Texas,657-158-0769,,ABCDE,child,Food,Barnes-Lee,10%,12345,2023-09-22,2022-10-25,77b8b7fa-56d4-4401-a0b7-e64f7c7c34a5,5460033630387,Delivered,,10.0,Average,0,10.0,100
Donald Wilkinson,F,5,-10,Parkerbury,Indiana,,not-an-email,ABCDE,something,,"Lewis, Crane and Blake",10,SAVE10,2023-10-01,2022-10-11,30e7e27b-541b-4964-bf05-dc89bf6c3902,7334129817441,Cancelled,,10.0,Bad,,10.0,200
Rebecca Lewis DDS,Male,10,,Gregoryside,Colorado,,not-an-email,ABCDE,knowledge,Other,"Rocha, Walker and Hines",,SAVE10,2022-11-20,2024-10-06,1407ac87-7da8-4479-95d6-26a03d68e0c7,2022064366210,,,free,,yes,,
Alexis Williams,Women,-5,49.95,West Donnafurt,Vermont,123-abc-7890,,,family,,"Shelton, Young and Hunt",five,DISCOUNT,2023-07-22,2023-12-12,08935e8d-bfc8-4743-b9b5-fc2eef1a7d3f,4429688282946,,Credit Card,0,Bad,,5.0,two hundred
Stephen Higgins,,1000,19.99,Tammyside,Maine,123-abc-7890,,ABCDE,world,,Tyler-Davis,,SAVE10,2023-01-07,2024-01-24,482287f7-3575-4ba8-ae38-3dc21a42793a,2902690586087,Pending,Credit Card,10.0,,0,5.0,
Gregory Dickson,Women,,0,Port Kristen,Minnesota,,,,cut,,Golden and Sons,10,SAVE10,2023-05-07,2024-02-23,478ce389-f1fb-43bb-b498-507f4a69a7a4,8293575038383,Pending,Credit Card,0,Good,0,-1,100
Collin Pitts,Female,10,100000,South Johnathanton,Vermont,,,,until,Clothing,Cline Ltd,,,2022-08-05,2022-02-26,1976258b-fd78-4b1f-8f58-98e75ab255cc,2557492792107,,PayPal,,Average,1,10.0,100
Samuel Hicks,,5,49.95,Allenview,Idaho,,not-an-email,,audience,Other,"Gonzalez, Blair and Curtis",5,SAVE10,2022-11-24,2024-12-18,bebfdc91-f4f1-4106-89d9-744272d1d1b6,0030863757391,Delivered,Bank Transfer,0,Good,,,100
Leah Perry,F,,100000,Ericmouth,Massachusetts,,,ABCDE,network,,Hayes and Sons,10,12345,2023-03-17,2024-11-12,b348849b-d7d7-4d32-9cba-9b562804b388,6544024441950,,,,,no,5.0,200
Jack Henry,Men,1,,Davidsonchester,Maryland,123-abc-7890,,ABCDE,movement,Clothing,"Buck, Obrien and Brown",,SAVE10,2023-09-21,2024-06-26,f5e7be68-1c5c-4182-9f67-c6f2c56e0e61,3541765749317,,,0,Bad,no,5.0,
Cynthia Ruiz,F,5,20$,Rogersbury,Rhode Island,,,,positive,Food,Stephens-Johnson,five,,2023-03-12,2024-09-15,5596d71f-1425-4423-b70f-199806c6f0e7,1041792489573,Cancelled,,5.99,Bad,,,
Ms. Heather Cooper,Men,2,,Bauerfurt,Arizona,,katherinestark@hotmail.com,,eye,Clothing,Reynolds-White,five,,2023-04-01,2022-04-12,269c0f8b-a7b5-4a57-a7cc-a8c18bbcc41d,9928669897728,Pending,PayPal,0,Bad,,,
Cynthia Wall,Women,3,49.95,Duncanshire,Maryland,,millerpamela@hotmail.com,26270,season,Food,Thomas-Wells,,12345,2022-04-15,2024-04-20,1edac984-ee1b-4f9c-93db-5a214a52254b,7836869872389,Cancelled,,10.0,,yes,,two hundred
Bradley Stanton,Men,,0,West Ronaldland,Arkansas,,,,model,Clothing,Bennett Ltd,,SAVE10,2022-08-08,2023-05-13,7468b238-9d8c-492c-8c3e-efe41f7c207a,4027934018488,,,,Bad,yes,0.0,100
Jason Sawyer,M,2,,Stevensview,Mississippi,+1-275-208-5810x208,drakebrittany@gmail.com,,defense,Clothing,Miller PLC,5,,2023-01-17,2024-01-13,5623615f-2c20-4ab4-9444-f04a092a8b62,3015632909710,,,free,Good,,,
Jennifer Lucas,Women,,0,South Morgan,Pennsylvania,,jgamble@hotmail.com,,century,Food,Anderson Inc,10,,2023-12-06,2023-06-20,4f165df3-2e94-4a02-b9bb-c4ed5c10e284,3793837243135,Delivered,,free,Average,no,5.0,200
Abigail Mcdaniel,M,three,0,North Pamstad,Rhode Island,,,ABCDE,reason,,Baker Group,10,DISCOUNT,2022-12-03,2023-11-29,d4249b2f-1384-42b6-b6e5-a7e6dafea02e,9560879755049,Cancelled,,,,no,0.0,100
Jeffrey Rose,Men,three,20$,Cookshire,Oregon,5282205418,,,support,Clothing,Odonnell Ltd,,12345,2022-07-15,2024-11-25,a71110b2-de7d-4cc2-9482-cf77dd0ce1b7,3796678698751,Cancelled,,,,,0.0,two hundred
William Simon,Female,-5,100000,Olsenmouth,New Jersey,123-abc-7890,,01540,morning,,"Moore, Allen and Davis",,DISCOUNT,2022-10-19,2022-02-17,3f2ee5c3-3801-4f67-bfdf-ecca502b00ae,8825836490144,Pending,,0,,,5.0,100
Destiny Smith,Women,5,100000,North Sarah,Oregon,,langmelinda@houston-arnold.biz,,court,,Beltran-Johnson,five,DISCOUNT,2023-05-29,2024-07-31,0d2414cb-e5d4-4b05-9699-4cec768ff448,5093104471291,Cancelled,Credit Card,,,yes,,two hundred
Alexis Smith,F,3,-10,West Danielle,Oklahoma,,,,spring,,"Wilson, Liu and Rangel",,12345,2023-03-29,2023-07-03,ad32bf69-4d5b-4331-94c8-7ad7ff367a51,5025118423263,Pending,Bank Transfer,free,Bad,yes,5.0,
Rodney Martinez,,,20$,Lanceside,Mississippi,,,,from,Other,"Jones, Simon and Lopez",10,12345,2022-06-02,2022-11-07,a9651b37-45c3-44ba-83ed-f41d6cb8adda,5127699129197,Cancelled,,10.0,,1,,two hundred
Jill Larson,,1000,-10,Kiddview,Alaska,,,,degree,Electronics,George-Green,,,2023-01-02,2023-03-03,70c3d610-9a81-40bc-b42b-2ca7c7eaa66e,8708292274704,Pending,,10.0,,0,5.0,200
Jennifer Velazquez,F,4,19.99,Benitezbury,Missouri,123-abc-7890,elizabeth79@yahoo.com,ABCDE,fly,Electronics,"Marshall, Edwards and Montoya",,SAVE10,2022-07-26,2022-06-09,7bd4094b-dc50-47d6-91d1-394dc463093d,6691048013011,Cancelled,,0,Average,,,200
Stacy Wall,,4,20$,Joshuaton,Kansas,123-abc-7890,,,about,Food,Kemp PLC,,,2023-02-16,2023-03-13,9c060c30-5637-4b34-93d5-a22315d1bde6,3421339184303,,,10.0,Bad,,10.0,100
Sabrina Gillespie,Men,-5,,Joshuashire,Idaho,,,44892,stuff,Clothing,Nichols-Monroe,,12345,2023-04-06,2022-07-14,afa0da6c-5786-4dd0-8a60-c172bbf45a27,4462600849520,Cancelled,,,,0,0.0,two hundred
Eugene Welch,Male,1000,0,Phillipsville,Indiana,,not-an-email,,have,Food,Walker Inc,five,12345,2023-10-19,2024-06-19,67577330-ba73-45e2-af26-3bdf13d76a97,3203083690503,Delivered,,5.99,,,10.0,two hundred
Barry Baldwin,,1000,-10,Port Andrea,Utah,,william37@carlson.biz,,white,Electronics,Ferguson-Smith,five,DISCOUNT,2023-01-16,2023-10-29,8f87370c-0ffb-4e9b-b092-d9e81a9cf89d,2246346183689,Pending,PayPal,5.99,Bad,,,100
Samuel Pace,Women,,,Lake Michaelton,Georgia,123-abc-7890,not-an-email,ABCDE,local,Clothing,Wilson-Lewis,five,,2023-05-04,2022-05-21,76c402d7-41f6-4751-bc3f-3ba0265a5b6f,7053674203829,,PayPal,0,,1,5.0,
Fred Hoover,Women,1,19.99,West Stephaniemouth,Alabama,,,,industry,Other,Hall-Jones,10,,2023-02-26,2022-04-23,fa136a76-6b18-4387-92bc-c338b748c872,3432369720850,,,,Good,0,,two hundred
Tristan Hurst,F,3,,New Heatherport,Nevada,,joshua45@gmail.com,,black,Clothing,Brooks-Boyle,,DISCOUNT,2023-03-25,2023-01-09,c71e65f5-4afd-48c4-817f-5cdd277e80ff,1297684116915,Delivered,,0,Average,yes,,two hundred
Deborah Sanders,Male,2,19.99,Kristinemouth,Colorado,,,,ask,Other,Montgomery Group,5,DISCOUNT,2023-03-04,2023-08-11,c88a893d-d5b6-4414-8411-b3ee9fa690aa,5539200531267,Cancelled,Bank Transfer,,,no,0.0,
Casey Hawkins,Male,5,-10,Averymouth,California,123-abc-7890,not-an-email,,ball,Clothing,Bruce-Johnson,,,2022-04-21,2022-11-15,153bf767-d93b-4c6b-a545-5190a28278dc,1714772991082,Pending,Bank Transfer,,,0,5.0,
